"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.079,0.502,0.05,-0.71,-0.55,0.43
"ClusIPW",0.122,0.161,-0.52,0.32,-0.78,-0.16
"addIPW",0.121,0.197,-0.84,-0.3,0.36,-0.26
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
