"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.043,0.615,-0.39,-0.25,0.7,0.55
"ClusIPW",0.068,0.408,-0.37,0.86,-0.15,-0.33
"addIPW",0.198,0.497,0.45,0,0,-0.89
"Oracle",0.208,0.27,-0.01,-0.09,0.07,-0.99
