"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.054,0.542,0.5,0.26,-0.82,-0.01
"ClusIPW",0.061,0.429,-0.32,0.91,-0.15,-0.2
"addIPW",0.198,0.499,0.45,0,0,-0.89
"Oracle",0.199,0.282,0,-0.16,0.08,-0.98
