"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.091,0.452,-0.58,-0.6,0.5,0.24
"ClusIPW",0.114,0.267,-0.7,-0.55,-0.31,-0.34
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.2,0.395,0.01,-0.02,0.08,-1
