"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.086,0.498,-0.37,-0.76,0.44,0.3
"ClusIPW",0.057,0.457,-0.11,0.95,-0.1,-0.27
"addIPW",0.089,0.398,-0.07,0.45,0.24,-0.86
"Oracle",0.199,0.28,0,-0.16,0.08,-0.98
