"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.06,0.453,0.29,-0.09,-0.92,0.25
"ClusIPW",0.059,0.438,-0.31,0.93,-0.12,-0.16
"addIPW",0.111,0.395,0.45,0.18,-0.65,-0.59
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
