"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.048,0.564,-0.01,-0.39,-0.41,0.83
"ClusIPW",0.087,0.328,-0.64,0.68,-0.24,-0.28
"addIPW",0.157,0,-1,0,0,0
"Oracle",0.197,0.278,0,-0.16,0.08,-0.98
