"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.083,0.529,-0.36,-0.16,0.91,-0.1
"ClusIPW",0.129,0.225,-0.17,0.31,-0.37,-0.86
"addIPW",0.199,0.498,0.45,0,0,-0.89
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
