"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.095,0.486,0.32,-0.68,-0.63,-0.17
"ClusIPW",0.06,0.428,-0.36,0.89,-0.28,0.01
"addIPW",0.13,0.395,0.45,-0.14,-0.78,-0.41
"Oracle",0.197,0.282,0,-0.16,0.08,-0.98
