"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.098,0.483,-0.38,-0.65,0.66,-0.05
"ClusIPW",0.063,0.428,-0.27,0.91,-0.13,-0.3
"addIPW",0.16,0,-1,0,0,0
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
