"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.099,0.49,0.06,-0.95,0.01,-0.3
"ClusIPW",0.077,0.372,-0.5,0.77,-0.23,-0.31
"addIPW",0.197,0.501,0.45,0,0,-0.89
"Oracle",0.198,0.283,0,-0.16,0.08,-0.98
