"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.069,0.532,-0.05,-0.69,-0.24,0.68
"ClusIPW",0.125,0.225,-0.7,-0.45,-0.16,-0.52
"addIPW",0.199,0.498,0.45,0,0,-0.89
"Oracle",0.207,0.268,-0.01,-0.09,0.07,-0.99
