"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.088,0.542,0.3,-0.91,0.19,-0.23
"ClusIPW",0.084,0.344,-0.52,0.68,-0.12,-0.5
"addIPW",0.197,0.5,0.45,0,0,-0.89
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
