"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.045,0.518,-0.27,-0.31,-0.25,0.88
"ClusIPW",0.053,0.469,-0.16,0.98,-0.12,0.02
"addIPW",0.056,0.369,-0.41,0.35,-0.56,0.63
"Oracle",0.197,0.277,0,-0.16,0.08,-0.98
