"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.065,0.488,-0.06,-0.41,-0.62,0.67
"ClusIPW",0.088,0.308,-0.7,0.62,-0.32,-0.14
"addIPW",0.043,0.689,0.38,-0.52,0.04,0.77
"Oracle",0.196,0.279,0,-0.16,0.08,-0.98
