"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.098,0.482,-0.22,-0.88,0.38,-0.16
"ClusIPW",0.159,0.021,-0.64,0.13,-0.08,-0.75
"addIPW",0.132,0.445,-0.12,-0.23,0.69,-0.67
"Oracle",0.199,0.278,0,-0.16,0.08,-0.98
