"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.081,0.504,-0.06,-0.83,-0.31,0.47
"ClusIPW",0.1,0.481,-0.07,-0.97,0.12,-0.22
"addIPW",0.116,0.153,-0.95,-0.27,0.12,0.12
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
