"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.08,0.547,-0.27,-0.5,0.82,0.07
"ClusIPW",0.093,0.305,-0.64,0.62,-0.3,-0.36
"addIPW",0.2,0.501,0.45,0,0,-0.89
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
