"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.046,0.506,0.23,0.63,-0.69,0.29
"ClusIPW",0.054,0.462,-0.18,0.97,-0.13,-0.03
"addIPW",0.133,0.27,0.29,0.16,-0.71,-0.62
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
