"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.113,0.388,0.02,-0.61,-0.64,-0.48
"ClusIPW",0.071,0.392,-0.44,0.83,-0.2,-0.28
"addIPW",0.125,0.168,-0.85,0.36,-0.01,-0.39
"Oracle",0.197,0.283,0,-0.16,0.08,-0.98
