"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.101,0.356,-0.75,-0.66,0.07,-0.03
"ClusIPW",0.046,0.557,0.31,0.93,-0.02,0.2
"addIPW",0.158,0,-1,0,0,0
"Oracle",0.198,0.282,0,-0.16,0.08,-0.98
