"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.065,0.588,-0.23,-0.47,0.79,0.31
"ClusIPW",0.07,0.405,-0.4,0.82,-0.01,-0.41
"addIPW",0.199,0.499,0.45,0,0,-0.89
"Oracle",0.204,0.243,-0.05,-0.11,0.08,-0.99
