"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.071,0.526,-0.47,-0.32,0.77,0.3
"ClusIPW",0.115,0.104,-0.78,-0.16,-0.33,0.5
"addIPW",0.015,0.499,-0.45,0,0,0.89
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
