"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.101,0.452,-0.34,-0.91,0.18,-0.16
"ClusIPW",0.082,0.356,-0.51,0.72,-0.14,-0.45
"addIPW",0.185,0.477,0.44,0.09,-0.11,-0.89
"Oracle",0.205,0.275,0,-0.12,0.08,-0.99
