"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.106,0.471,0.31,-0.69,-0.47,-0.46
"ClusIPW",0.086,0.344,-0.5,0.69,-0.21,-0.47
"addIPW",0.155,0.423,0.44,-0.17,-0.35,-0.81
"Oracle",0.196,0.281,0,-0.16,0.08,-0.98
