"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.055,0.608,-0.32,-0.32,0.8,0.39
"ClusIPW",0.06,0.467,0.02,0.87,0.03,-0.5
"addIPW",0.163,0.493,0.37,0.13,0.14,-0.91
"Oracle",0.197,0.278,0,-0.16,0.08,-0.98
