"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.115,0.362,-0.02,-0.56,-0.73,-0.39
"ClusIPW",0.068,0.405,-0.37,0.87,-0.21,-0.26
"addIPW",0.179,0.297,0.4,0.01,-0.67,-0.63
"Oracle",0.199,0.283,0,-0.16,0.08,-0.98
