"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.069,0.568,-0.13,-0.7,0.47,0.52
"ClusIPW",0.078,0.358,-0.49,0.74,-0.37,-0.27
"addIPW",0.199,0.498,0.45,0,0,-0.89
"Oracle",0.196,0.279,0,-0.16,0.08,-0.98
