"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.076,0.55,-0.29,-0.55,0.75,0.23
"ClusIPW",0.118,0.255,-0.67,-0.52,-0.33,-0.42
"addIPW",0.146,0.496,0.4,-0.16,0.08,-0.9
"Oracle",0.201,0.275,0,-0.15,0.08,-0.98
