"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.102,0.503,0.49,-0.54,-0.39,-0.56
"ClusIPW",0.16,0,-0.75,0.09,-0.32,-0.58
"addIPW",0.158,0,-1,0,0,0
"Oracle",0.199,0.402,0.09,-0.07,0.18,-0.98
