"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.066,0.512,-0.48,-0.47,0.43,0.6
"ClusIPW",0.073,0.386,-0.46,0.81,-0.24,-0.26
"addIPW",0.16,0,-1,0,0,0
"Oracle",0.196,0.28,0,-0.16,0.08,-0.98
