"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.068,0.355,0.22,0.01,-0.95,0.23
"ClusIPW",0.091,0.316,-0.61,0.64,-0.31,-0.34
"addIPW",0.069,0.492,0.43,-0.03,-0.9,0.03
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
