"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.059,0.532,-0.3,-0.5,0.03,0.81
"ClusIPW",0.075,0.37,-0.58,0.76,-0.17,-0.24
"addIPW",0.058,0.461,-0.54,-0.04,0.81,0.21
"Oracle",0.196,0.279,0,-0.16,0.08,-0.98
