"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.1,0.47,-0.4,-0.58,0.69,-0.16
"ClusIPW",0.083,0.35,-0.52,0.72,-0.22,-0.4
"addIPW",0.197,0.501,0.45,0,0,-0.89
"Oracle",0.197,0.279,0,-0.16,0.08,-0.98
