"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.075,0.497,0.45,-0.08,-0.89,-0.01
"ClusIPW",0.051,0.551,0.36,0.9,0.14,-0.2
"addIPW",0.136,0.284,0.35,-0.07,-0.9,-0.23
"Oracle",0.196,0.281,0,-0.16,0.08,-0.98
