"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.102,0.423,-0.11,-0.81,-0.55,-0.18
"ClusIPW",0.084,0.351,-0.47,0.71,-0.23,-0.47
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.204,0.275,0,-0.13,0.08,-0.99
