"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.098,0.531,-0.05,-0.48,0.77,-0.42
"ClusIPW",0.137,0.175,-0.51,-0.36,-0.47,-0.63
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
