"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.09,0.467,-0.44,-0.82,0.13,0.34
"ClusIPW",0.055,0.469,-0.14,0.96,0.06,-0.23
"addIPW",0.112,0.355,-0.68,-0.55,0.4,-0.28
"Oracle",0.196,0.279,0,-0.16,0.08,-0.98
