"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.088,0.478,-0.27,-0.87,-0.15,0.38
"ClusIPW",0.075,0.371,-0.43,0.76,-0.37,-0.3
"addIPW",0.147,0.045,-0.98,0.19,0.01,0.02
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
