"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.086,0.489,-0.47,-0.31,0.82,0.06
"ClusIPW",0.053,0.473,0.02,0.95,-0.19,-0.24
"addIPW",0.16,0,-1,0,0,0
"Oracle",0.196,0.28,0,-0.16,0.08,-0.98
