"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.092,0.527,0.44,-0.79,-0.23,-0.35
"ClusIPW",0.098,0.293,-0.59,0.59,-0.31,-0.46
"addIPW",0.14,0.085,-0.95,0.21,0.23,-0.07
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
