"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.018,1,1,0,0,0
"ClusIPW",0.057,0.466,-0.22,0.93,0.15,-0.24
"addIPW",0.033,0.649,-0.39,-0.17,0.71,0.56
"Oracle",0.204,0.243,-0.05,-0.11,0.08,-0.99
