"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.106,0.478,0.13,-0.78,0.11,-0.6
"ClusIPW",0.05,0.527,0.21,0.97,0.06,-0.12
"addIPW",0.16,0.236,0.36,-0.02,-0.87,-0.32
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
