"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.056,0.611,0.46,-0.44,-0.63,0.46
"ClusIPW",0.069,0.399,-0.38,0.83,-0.26,-0.31
"addIPW",0.176,0.256,0.36,0.02,-0.7,-0.62
"Oracle",0.196,0.28,0,-0.16,0.08,-0.98
