"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.035,0.591,0.36,-0.05,-0.88,0.32
"ClusIPW",0.049,0.5,-0.05,0.97,-0.08,0.21
"addIPW",0.198,0.502,0.45,0,0,-0.89
"Oracle",0.197,0.279,0,-0.16,0.08,-0.98
