"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.071,0.502,-0.19,-0.6,-0.31,0.71
"ClusIPW",0.119,0.194,-0.74,0.42,-0.3,-0.43
"addIPW",0.116,0.158,-0.82,-0.33,-0.45,0.08
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
