"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.076,0.529,-0.3,-0.7,0.42,0.49
"ClusIPW",0.053,0.477,-0.15,0.98,0.06,-0.09
"addIPW",0.199,0.5,0.45,0,0,-0.89
"Oracle",0.199,0.283,0,-0.16,0.08,-0.98
