"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.079,0.513,-0.28,-0.78,0.16,0.54
"ClusIPW",0.061,0.435,-0.29,0.92,-0.12,-0.22
"addIPW",0.158,0,-1,0,0,0
"Oracle",0.197,0.278,0,-0.16,0.08,-0.98
