"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.09,0.536,-0.07,-0.69,0.69,-0.19
"ClusIPW",0.152,0.035,-0.84,-0.21,-0.46,-0.2
"addIPW",0.078,0.428,-0.5,0.1,0.86,0
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
