"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.087,0.53,0.13,-0.98,0.1,0.07
"ClusIPW",0.068,0.401,-0.39,0.85,-0.24,-0.27
"addIPW",0.119,0.338,0.36,-0.11,-0.91,-0.18
"Oracle",0.207,0.278,0,-0.1,0.08,-0.99
