"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.084,0.496,0.3,-0.53,-0.78,0.16
"ClusIPW",0.082,0.348,-0.51,0.73,-0.34,-0.32
"addIPW",0.134,0.35,0.45,0.07,-0.79,-0.41
"Oracle",0.197,0.278,0,-0.16,0.08,-0.98
