"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.085,0.498,-0.47,-0.44,0.74,0.19
"ClusIPW",0.057,0.446,-0.24,0.95,-0.14,-0.16
"addIPW",0.101,0.426,-0.34,0.15,0.85,-0.38
"Oracle",0.205,0.295,0,-0.06,0.08,-0.99
