"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.104,0.515,0.46,-0.49,-0.1,-0.73
"ClusIPW",0.067,0.42,-0.26,0.87,-0.13,-0.39
"addIPW",0.157,0,-1,0,0,0
"Oracle",0.197,0.283,0,-0.16,0.08,-0.98
