"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.101,0.508,0.18,-0.8,0.25,-0.52
"ClusIPW",0.051,0.575,0.38,0.88,0.29,-0.02
"addIPW",0.176,0.215,0.3,-0.08,-0.74,-0.6
"Oracle",0.197,0.282,0,-0.16,0.08,-0.98
