"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.089,0.482,-0.43,-0.78,0.36,0.28
"ClusIPW",0.072,0.388,-0.45,0.82,-0.25,-0.26
"addIPW",0.176,0.26,0.37,0,-0.71,-0.6
"Oracle",0.197,0.282,0,-0.16,0.08,-0.98
