"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.069,0.575,0.2,-0.87,0.13,0.44
"ClusIPW",0.075,0.375,-0.48,0.79,-0.23,-0.31
"addIPW",0.104,0.296,0.31,0.1,-0.94,-0.14
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
