"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.085,0.511,-0.38,-0.58,0.7,0.16
"ClusIPW",0.159,0,-0.72,0.06,-0.33,-0.61
"addIPW",0.097,0.389,-0.7,-0.69,0.05,0.14
"Oracle",0.197,0.279,0,-0.16,0.08,-0.98
