"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.08,0.536,-0.16,-0.82,0.4,0.37
"ClusIPW",0.075,0.372,-0.52,0.78,-0.26,-0.23
"addIPW",0.197,0.499,0.45,0,0,-0.89
"Oracle",0.197,0.278,0,-0.16,0.08,-0.98
