"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.087,0.502,-0.44,-0.5,0.73,0.15
"ClusIPW",0.097,0.305,-0.54,0.59,-0.18,-0.57
"addIPW",0.076,0.386,-0.57,0.21,0.79,-0.03
"Oracle",0.207,0.261,-0.02,-0.1,0.07,-0.99
