"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.099,0.475,0.1,-0.91,-0.27,-0.29
"ClusIPW",0.072,0.38,-0.46,0.8,-0.27,-0.28
"addIPW",0.148,0.297,0.34,-0.14,-0.81,-0.45
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
