"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.084,0.431,-0.59,-0.6,0,0.54
"ClusIPW",0.088,0.341,-0.47,0.65,-0.12,-0.58
"addIPW",0.199,0.496,0.45,0,0,-0.89
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
