"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.02,1,1,0,0,0
"ClusIPW",0.024,0.93,0.85,0.24,0.46,0.01
"addIPW",0.198,0.501,0.45,0,0,-0.89
"Oracle",0.198,0.282,0,-0.16,0.08,-0.98
