"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.091,0.507,-0.37,-0.48,0.79,0.01
"ClusIPW",0.097,0.326,-0.37,0.54,-0.01,-0.76
"addIPW",0.2,0.499,0.45,0,0,-0.89
"Oracle",0.197,0.279,0,-0.16,0.08,-0.98
