"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.117,0.483,0.43,-0.34,-0.13,-0.82
"ClusIPW",0.058,0.461,-0.16,0.96,-0.02,-0.23
"addIPW",0.14,0.312,-0.44,0.04,0.85,-0.3
"Oracle",0.207,0.277,0,-0.11,0.08,-0.99
